"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0070371","ERK1 and ERK2 cascade","6/44","325/18866",0.0001014756282418,0.00305043006826828,0.00219860028386752,"6348/3123/1436/1848/972/677",6
"BP","GO:2000249","regulation of actin cytoskeleton reorganization","3/44","39/18866",0.000102004827123621,0.00305043006826828,0.00219860028386752,"2242/10788/1436",3
"BP","GO:1903708","positive regulation of hemopoiesis","5/44","204/18866",0.000108492607178564,0.00316899336316923,0.00228405488796978,"7305/2242/3123/972/677",5
"BP","GO:0050863","regulation of T cell activation","6/44","332/18866",0.000114038080271007,0.00325003863307547,0.00234246834096958,"3123/199/3109/639/972/3113",6
"BP","GO:0042110","T cell activation","7/44","483/18866",0.00011644246694936,0.00325003863307547,0.00234246834096958,"3123/199/3109/639/972/3113/677",7
"BP","GO:0071470","cellular response to osmotic stress","3/44","42/18866",0.000127509807063434,0.00348157212329725,0.00250934631749551,"5743/92241/677",3
"BP","GO:1903706","regulation of hemopoiesis","7/44","498/18866",0.000140726512230405,0.00376069147577422,0.00271052184811082,"7305/2242/6348/3123/639/972/677",7
"BP","GO:0097529","myeloid leukocyte migration","5/44","222/18866",0.000161176407144814,0.00421744932028929,0.00303973048562587,"6348/199/1436/972/2920",5
"BP","GO:0062197","cellular response to chemical stress","6/44","360/18866",0.000177217645244932,0.0045425584168905,0.00327405316671625,"199/5743/92241/79109/677/1536",6
"BP","GO:0002688","regulation of leukocyte chemotaxis","4/44","124/18866",0.000196920873682676,0.00487272329584469,0.00351201980759842,"6348/199/1436/972",4
"BP","GO:0030595","leukocyte chemotaxis","5/44","232/18866",0.000197857394974585,0.00487272329584469,0.00351201980759842,"6348/199/1436/972/2920",5
"BP","GO:0071621","granulocyte chemotaxis","4/44","127/18866",0.000215834675251584,0.00521323754069211,0.00375744576348912,"6348/1436/972/2920",4
"BP","GO:0046598","positive regulation of viral entry into host cell","2/44","10/18866",0.000236395280677675,0.0054983791209474,0.00396296182032749,"3123/972",2
"BP","GO:0075294","positive regulation by symbiont of entry into host","2/44","10/18866",0.000236395280677675,0.0054983791209474,0.00396296182032749,"3123/972",2
"BP","GO:0032731","positive regulation of interleukin-1 beta production","3/44","53/18866",0.000255581254300672,0.00583654646184807,0.00420669624303498,"7305/6348/353514",3
"BP","GO:0050671","positive regulation of lymphocyte proliferation","4/44","136/18866",0.000280434936997865,0.00603925012521952,0.00435279509528058,"199/3109/972/3113",4
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","4/44","137/18866",0.000288380882161832,0.00603925012521952,0.00435279509528058,"199/3109/972/3113",4
"BP","GO:0090269","fibroblast growth factor production","2/44","11/18866",0.00028849920980348,0.00603925012521952,0.00435279509528058,"199/5743",2
"BP","GO:0090270","regulation of fibroblast growth factor production","2/44","11/18866",0.00028849920980348,0.00603925012521952,0.00435279509528058,"199/5743",2
"BP","GO:0098883","synapse pruning","2/44","11/18866",0.00028849920980348,0.00603925012521952,0.00435279509528058,"712/713",2
"BP","GO:0002687","positive regulation of leukocyte migration","4/44","142/18866",0.000330556864108996,0.00680622002165408,0.00490558935519821,"6348/199/1436/972",4
"BP","GO:0002696","positive regulation of leukocyte activation","6/44","406/18866",0.000338294658391374,0.00684136386339133,0.00493091931152912,"7305/6348/199/3109/972/3113",6
"BP","GO:0031392","regulation of prostaglandin biosynthetic process","2/44","12/18866",0.000345685862707652,0.00684136386339133,0.00493091931152912,"5743/972",2
"BP","GO:0050921","positive regulation of chemotaxis","4/44","144/18866",0.000348604528070896,0.00684136386339133,0.00493091931152912,"6348/199/1436/972",4
"BP","GO:0032653","regulation of interleukin-10 production","3/44","60/18866",0.000369121105193405,0.00702448648671086,0.00506290511110572,"7305/3123/353514",3
"BP","GO:0032732","positive regulation of interleukin-1 production","3/44","60/18866",0.000369121105193405,0.00702448648671086,0.00506290511110572,"7305/6348/353514",3
"BP","GO:0097530","granulocyte migration","4/44","150/18866",0.000406984280886687,0.00762943666856237,0.00549892351237314,"6348/1436/972/2920",4
"BP","GO:0032613","interleukin-10 production","3/44","63/18866",0.000426267717408637,0.00787341548625364,0.00567477147014594,"7305/3123/353514",3
"BP","GO:0008360","regulation of cell shape","4/44","156/18866",0.000472046069603492,0.00852672878203429,0.0061456476303633,"2242/6348/1436/221472",4
"BP","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","2/44","14/18866",0.00047521577606879,0.00852672878203429,0.0061456476303633,"5743/972",2
"BP","GO:0032675","regulation of interleukin-6 production","4/44","159/18866",0.000507215087870946,0.00897270634318181,0.00646708636870295,"7305/199/972/353514",4
"BP","GO:0031960","response to corticosteroid","4/44","164/18866",0.000569922935289561,0.00994198898227345,0.00716569772440091,"199/5743/677/1536",4
"BP","GO:0042129","regulation of T cell proliferation","4/44","167/18866",0.000610090816821841,0.0104969050127155,0.00756565396491396,"3123/199/3109/3113",4
"BP","GO:0032635","interleukin-6 production","4/44","170/18866",0.000652231965878026,0.0110703155289568,0.00797894012311667,"7305/199/972/353514",4
"BP","GO:0002683","negative regulation of immune system process","6/44","463/18866",0.000677185970928148,0.0113406077264767,0.00817375347365905,"7305/6348/3123/972/677/9111",6
"BP","GO:0070372","regulation of ERK1 and ERK2 cascade","5/44","306/18866",0.000702716089326096,0.0116133080025471,0.0083703024490366,"6348/3123/1436/1848/972",5
"BP","GO:0002697","regulation of immune effector process","6/44","470/18866",0.000732403563410826,0.0119467386447272,0.00861062289177457,"7305/2242/712/713/3109/972",6
"BP","GO:0060326","cell chemotaxis","5/44","311/18866",0.000755908186726528,0.0121720600324169,0.0087730234896736,"6348/199/1436/972/2920",5
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","6/44","481/18866",0.00082617447252462,0.0129709392186365,0.00934881639962069,"3127/3117/3118/3123/3113/3122",6
"BP","GO:0002757","immune response-activating signal transduction","6/44","481/18866",0.00082617447252462,0.0129709392186365,0.00934881639962069,"3127/3117/3118/3123/3113/3122",6
"BP","GO:0150146","cell junction disassembly","2/44","19/18866",0.000886393709872166,0.0137445740691289,0.00990641443131986,"712/713",2
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","5/44","329/18866",0.000972679690857867,0.0148986059965546,0.0107381840069033,"3123/199/3109/972/3113",5
"BP","GO:0006970","response to osmotic stress","3/44","85/18866",0.00102301941086024,0.0154808720486803,0.0111578528007585,"5743/92241/677",3
"BP","GO:0030502","negative regulation of bone mineralization","2/44","21/18866",0.00108533286720888,0.0160682890942321,0.0115812341778743,"5552/6348",2
"BP","GO:0042098","T cell proliferation","4/44","195/18866",0.00108742402309692,0.0160682890942321,0.0115812341778743,"3123/199/3109/3113",4
"BP","GO:0045723","positive regulation of fatty acid biosynthetic process","2/44","23/18866",0.00130370000694295,0.0190400838223296,0.0137231579678205,"5743/972",2
"BP","GO:0051251","positive regulation of lymphocyte activation","5/44","357/18866",0.00139785762774825,0.0201758411302858,0.0145417560945741,"7305/199/3109/972/3113",5
"BP","GO:0034629","cellular protein-containing complex localization","2/44","24/18866",0.00142011369322307,0.0201758411302858,0.0145417560945741,"7127/54468",2
"BP","GO:0001818","negative regulation of cytokine production","5/44","360/18866",0.0014504286786764,0.0201758411302858,0.0145417560945741,"5552/7305/3123/353514/9111",5
"BP","GO:0002685","regulation of leukocyte migration","4/44","212/18866",0.00147988507606813,0.0201758411302858,0.0145417560945741,"6348/199/1436/972",4
"BP","GO:0032651","regulation of interleukin-1 beta production","3/44","97/18866",0.00149769334384612,0.0201758411302858,0.0145417560945741,"7305/6348/353514",3
"BP","GO:0071674","mononuclear cell migration","3/44","97/18866",0.00149769334384612,0.0201758411302858,0.0145417560945741,"6348/199/1436",3
"BP","GO:1901216","positive regulation of neuron death","3/44","97/18866",0.00149769334384612,0.0201758411302858,0.0145417560945741,"7305/6348/712",3
"BP","GO:0007159","leukocyte cell-cell adhesion","5/44","364/18866",0.00152278172039966,0.0201758411302858,0.0145417560945741,"3123/199/3109/972/3113",5
"BP","GO:0050870","positive regulation of T cell activation","4/44","214/18866",0.00153175884285895,0.0201758411302858,0.0145417560945741,"199/3109/972/3113",4
"BP","GO:0030316","osteoclast differentiation","3/44","98/18866",0.00154248670963941,0.0201758411302858,0.0145417560945741,"7305/6348/1436",3
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/44","215/18866",0.00155816607455233,0.0201758411302858,0.0145417560945741,"6348/3123/1436/972",4
"BP","GO:0050792","regulation of viral process","4/44","217/18866",0.00161193130468317,0.0206590379457353,0.0148900206447639,"6348/3123/1436/972",4
"BP","GO:1905523","positive regulation of macrophage migration","2/44","26/18866",0.00166729118159436,0.0211245314260416,0.0152255254998288,"6348/1436",2
"BP","GO:0042102","positive regulation of T cell proliferation","3/44","101/18866",0.00168188944474853,0.0211245314260416,0.0152255254998288,"199/3109/3113",3
"BP","GO:0006959","humoral immune response","5/44","377/18866",0.00177642246642381,0.0217175552262976,0.0156529479505665,"712/713/3123/2920/4069",5
"BP","GO:0030593","neutrophil chemotaxis","3/44","103/18866",0.00177906669250648,0.0217175552262976,0.0156529479505665,"6348/972/2920",3
"BP","GO:0002699","positive regulation of immune effector process","4/44","223/18866",0.00178097785693364,0.0217175552262976,0.0156529479505665,"7305/2242/3109/972",4
"BP","GO:0031532","actin cytoskeleton reorganization","3/44","105/18866",0.00187968947261142,0.0224853792780838,0.0162063578437412,"2242/10788/1436",3
"BP","GO:0016064","immunoglobulin mediated immune response","4/44","227/18866",0.00190029500274001,0.0224853792780838,0.0162063578437412,"712/713/3123/972",4
"BP","GO:0032611","interleukin-1 beta production","3/44","106/18866",0.00193130658136795,0.0224853792780838,0.0162063578437412,"7305/6348/353514",3
"BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","3/44","106/18866",0.00193130658136795,0.0224853792780838,0.0162063578437412,"7305/199/5743",3
"BP","GO:1990776","response to angiotensin","2/44","28/18866",0.00193345617996262,0.0224853792780838,0.0162063578437412,"5743/1536",2
"BP","GO:0050920","regulation of chemotaxis","4/44","229/18866",0.0019619873779921,0.0225553723512591,0.0162568054157583,"6348/199/1436/972",4
"BP","GO:0048524","positive regulation of viral process","3/44","107/18866",0.00198380134817655,0.0225553723512591,0.0162568054157583,"3123/1436/972",3
"BP","GO:0019724","B cell mediated immunity","4/44","230/18866",0.00199334898964152,0.0225553723512591,0.0162568054157583,"712/713/3123/972",4
"BP","GO:0043903","regulation of symbiotic process","4/44","231/18866",0.00202505686827572,0.0227095663085206,0.0163679408526045,"6348/3123/1436/972",4
"BP","GO:0001782","B cell homeostasis","2/44","29/18866",0.00207360452409079,0.0230482060376817,0.0166120157495862,"972/139818",2
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","4/44","235/18866",0.00215539072840079,0.0234147374945403,0.016876193635019,"199/3109/972/3113",4
"BP","GO:0032652","regulation of interleukin-1 production","3/44","111/18866",0.00220266273940322,0.0234147374945403,0.016876193635019,"7305/6348/353514",3
"BP","GO:0001516","prostaglandin biosynthetic process","2/44","30/18866",0.00221843452376616,0.0234147374945403,0.016876193635019,"5743/972",2
"BP","GO:0046457","prostanoid biosynthetic process","2/44","30/18866",0.00221843452376616,0.0234147374945403,0.016876193635019,"5743/972",2
"BP","GO:0070168","negative regulation of biomineral tissue development","2/44","30/18866",0.00221843452376616,0.0234147374945403,0.016876193635019,"5552/6348",2
"BP","GO:0110150","negative regulation of biomineralization","2/44","30/18866",0.00221843452376616,0.0234147374945403,0.016876193635019,"5552/6348",2
"BP","GO:0030282","bone mineralization","3/44","117/18866",0.00255816758829047,0.0267754874241069,0.0192984572449983,"5552/6348/5743",3
"BP","GO:0032612","interleukin-1 production","3/44","121/18866",0.00281377621963319,0.0292074622467709,0.0210513053404484,"7305/6348/353514",3
"BP","GO:0032814","regulation of natural killer cell activation","2/44","34/18866",0.00284414031766238,0.0292806576965898,0.0211040610283835,"7305/639",2
"BP","GO:1990266","neutrophil migration","3/44","122/18866",0.00288004798332122,0.0294092704638329,0.0211967587989409,"6348/972/2920",3
"BP","GO:0001893","maternal placenta development","2/44","36/18866",0.00318452514733724,0.0314942014571305,0.0226994747344387,"5743/639",2
"BP","GO:0033280","response to vitamin D","2/44","36/18866",0.00318452514733724,0.0314942014571305,0.0226994747344387,"2242/5743",2
"BP","GO:0042554","superoxide anion generation","2/44","36/18866",0.00318452514733724,0.0314942014571305,0.0226994747344387,"7305/1536",2
"BP","GO:0071634","regulation of transforming growth factor beta production","2/44","36/18866",0.00318452514733724,0.0314942014571305,0.0226994747344387,"7305/5743",2
"BP","GO:1903409","reactive oxygen species biosynthetic process","3/44","128/18866",0.00329793737130947,0.0323610104559741,0.0233242281194584,"199/5743/1536",3
"BP","GO:0022407","regulation of cell-cell adhesion","5/44","439/18866",0.00343191297876793,0.033414594583973,0.024083599851003,"3123/199/3109/972/3113",5
"BP","GO:0045923","positive regulation of fatty acid metabolic process","2/44","38/18866",0.00354303806867425,0.0334590662725929,0.0241156528615738,"5743/972",2
"BP","GO:0046596","regulation of viral entry into host cell","2/44","38/18866",0.00354303806867425,0.0334590662725929,0.0241156528615738,"3123/972",2
"BP","GO:0071604","transforming growth factor beta production","2/44","38/18866",0.00354303806867425,0.0334590662725929,0.0241156528615738,"7305/5743",2
"BP","GO:2000403","positive regulation of lymphocyte migration","2/44","38/18866",0.00354303806867425,0.0334590662725929,0.0241156528615738,"6348/199",2
"BP","GO:0022409","positive regulation of cell-cell adhesion","4/44","279/18866",0.00399253731792706,0.0374225885919133,0.0269723652271584,"199/3109/972/3113",4
"BP","GO:0048246","macrophage chemotaxis","2/44","42/18866",0.00431377532234778,0.0401340874434727,0.0289266805241255,"6348/1436",2
"BP","GO:0072593","reactive oxygen species metabolic process","4/44","288/18866",0.00446806217268244,0.0412638683006555,0.0297409711184745,"7305/199/5743/1536",4
"BP","GO:0150077","regulation of neuroinflammatory response","2/44","43/18866",0.00451752776838986,0.0414161669861144,0.0298507405364217,"6348/5743",2
"BP","GO:1905521","regulation of macrophage migration","2/44","44/18866",0.00472566600306224,0.0430104094191752,0.0309997922397676,"6348/1436",2
"BP","GO:0051384","response to glucocorticoid","3/44","147/18866",0.00485915787360467,0.0439072107140105,0.0316461625997729,"199/5743/677",3
"BP","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/44","45/18866",0.00493816941455063,0.0439882325154297,0.0317045591378391,"199/5743",2
"BP","GO:0052372","modulation by symbiont of entry into host","2/44","45/18866",0.00493816941455063,0.0439882325154297,0.0317045591378391,"3123/972",2
"BP","GO:1904407","positive regulation of nitric oxide metabolic process","2/44","46/18866",0.00515501745952375,0.0455964924588861,0.0328637139747251,"199/5743",2
"BP","GO:0043312","neutrophil degranulation","5/44","487/18866",0.00532173393019453,0.0467419427714988,0.0336892983435208,"3903/7305/10788/1536/4069",5
"BP","GO:0030225","macrophage differentiation","2/44","47/18866",0.00537618966293765,0.0468923209489562,0.0337976835535554,"3123/1436",2
"BP","GO:0002283","neutrophil activation involved in immune response","5/44","490/18866",0.00546019292555773,0.0472965676862104,0.0340890447621027,"3903/7305/10788/1536/4069",5
"BP","GO:0051250","negative regulation of lymphocyte activation","3/44","154/18866",0.00552930262573233,0.0475671513556152,0.0342840681912747,"7305/3123/972",3
"BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin","3/44","155/18866",0.00562934043156892,0.0480983100819766,0.0346669013329701,"712/713/3123",3
"BP","GO:0001890","placenta development","3/44","156/18866",0.00573046385043099,0.0486315040279819,0.0350512013610999,"5743/639/677",3
"BP","GO:0006692","prostanoid metabolic process","2/44","49/18866",0.00583142498517828,0.0488284652092261,0.0351931613140584,"5743/972",2
"BP","GO:0006693","prostaglandin metabolic process","2/44","49/18866",0.00583142498517828,0.0488284652092261,0.0351931613140584,"5743/972",2
"BP","GO:0050729","positive regulation of inflammatory response","3/44","158/18866",0.00593598030626014,0.0490499425306759,0.0353527912976712,"6348/5743/353514",3
"BP","GO:1903707","negative regulation of hemopoiesis","3/44","158/18866",0.00593598030626014,0.0490499425306759,0.0353527912976712,"6348/972/677",3
"CC","GO:0042613","MHC class II protein complex","8/45","16/19559",5.16002888783048e-18,5.98563350988335e-16,3.36759780047884e-16,"3127/3117/3118/3123/3109/972/3113/3122",8
"CC","GO:0042611","MHC protein complex","8/45","25/19559",4.27117679999929e-16,2.47728254399959e-14,1.39375242947345e-14,"3127/3117/3118/3123/3109/972/3113/3122",8
"CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane","7/45","29/19559",3.14345790886986e-13,9.11602793572259e-12,5.12879974605082e-12,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0098553","lumenal side of endoplasmic reticulum membrane","7/45","29/19559",3.14345790886986e-13,9.11602793572259e-12,5.12879974605082e-12,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0098576","lumenal side of membrane","7/45","36/19559",1.66132681099126e-12,3.85427820149972e-11,2.16846867960964e-11,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030669","clathrin-coated endocytic vesicle membrane","7/45","40/19559",3.68518869384416e-12,7.12469814143204e-11,4.00845085997084e-11,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0045334","clathrin-coated endocytic vesicle","7/45","59/19559",6.52860299861392e-11,1.08188278262745e-09,6.08681783329418e-10,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0012507","ER to Golgi transport vesicle membrane","7/45","62/19559",9.36356050412129e-11,1.35771627309759e-09,7.63869409546737e-10,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0032588","trans-Golgi network membrane","7/45","94/19559",1.84542530428106e-09,2.30703960791115e-08,1.29797146724584e-08,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030134","COPII-coated ER to Golgi transport vesicle","7/45","95/19559",1.98882724819927e-09,2.30703960791115e-08,1.29797146724584e-08,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030666","endocytic vesicle membrane","8/45","164/19559",3.40852069872125e-09,3.59444000956059e-08,2.02228022316476e-08,"3127/3117/3118/3123/972/3113/1536/3122",8
"CC","GO:0030660","Golgi-associated vesicle membrane","7/45","112/19559",6.33412598799818e-09,6.12298845506491e-08,3.44487553733234e-08,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030665","clathrin-coated vesicle membrane","7/45","118/19559",9.12419358662293e-09,8.14158812344816e-08,4.58056682081475e-08,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030176","integral component of endoplasmic reticulum membrane","7/45","158/19559",6.88973225361319e-08,5.70863529585093e-07,3.21175488514299e-07,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","7/45","166/19559",9.66692491396584e-08,7.47575526680025e-07,4.20596031344479e-07,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0005765","lysosomal membrane","9/45","375/19559",1.53253528177368e-07,1.04572995697498e-06,5.883417180803e-07,"3127/3117/3118/3123/3109/972/3113/54468/3122",9
"CC","GO:0098852","lytic vacuole membrane","9/45","375/19559",1.53253528177368e-07,1.04572995697498e-06,5.883417180803e-07,"3127/3117/3118/3123/3109/972/3113/54468/3122",9
"CC","GO:0005798","Golgi-associated vesicle","7/45","181/19559",1.74514690301606e-07,1.12465022638813e-06,6.32743321561378e-07,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030662","coated vesicle membrane","7/45","183/19559",1.88070580361782e-07,1.14822038536667e-06,6.46004209552934e-07,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030136","clathrin-coated vesicle","7/45","194/19559",2.79583247829117e-07,1.62158283740888e-06,9.12324282389749e-07,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0005774","vacuolar membrane","9/45","427/19559",4.57350430206187e-07,2.43939212384013e-06,1.37243477021859e-06,"3127/3117/3118/3123/3109/972/3113/54468/3122",9
"CC","GO:0030658","transport vesicle membrane","7/45","209/19559",4.62643333831749e-07,2.43939212384013e-06,1.37243477021859e-06,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030139","endocytic vesicle","8/45","313/19559",5.06707684516668e-07,2.55556919147537e-06,1.43779754874295e-06,"3127/3117/3118/3123/972/3113/1536/3122",8
"CC","GO:0005802","trans-Golgi network","7/45","245/19559",1.34341864713476e-06,6.49319012781802e-06,3.65315597027874e-06,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0030135","coated vesicle","7/45","298/19559",4.90839341286178e-06,2.27749454356786e-05,1.28134901725234e-05,"3127/3117/3118/3123/972/3113/3122",7
"CC","GO:0031301","integral component of organelle membrane","7/45","367/19559",1.89950125769347e-05,8.3048324079866e-05,4.67241024768756e-05,"3127/3117/3118/3123/972/3113/3122",7
